20/10000,training_images/alarm/_734d364dacccd7dd.jpg,alarm,question,0.47163624,notifications,0.12821306,user,0.11165188,alarm,0.094399735,light bulb,0.044073854,
21/10000,training_images/info/_c291518c86d46662.jpg,info,info,0.6026879,warning,0.12959999,clock,0.025717976,notifications,0.018493358,dashboard,0.018328302,
22/10000,training_images/twitter/~195518de15eaea2d.jpg,twitter,twitter,0.92045426,settings,0.020163093,refresh,0.01575063,maximize,0.0054492657,share,0.004018546,
23/10000,training_images/external_link/_635571b6016403bb.jpg,external link,external link,0.27084002,chart,0.13968433,call,0.1253076,edit,0.10177119,check mark,0.07230643,
24/10000,training_images/chart/_1ecbb2d0926daeb1.jpg,chart,chart,0.401954,mute,0.19320776,airplane,0.07779433,signal,0.053044695,ticket,0.03701641,
25/10000,training_images/filter/~b1f5e9ee0ca1ab43.jpg,filter,menu,0.09256837,filter,0.069277644,gift,0.04580493,video camera,0.04011479,bag,0.040095065,
26/10000,training_images/alarm/~8015d84c23b41cd4.jpg,alarm,bag,0.1946146,save,0.15876825,download,0.12726037,arrow down,0.057584696,alarm,0.051852826,
27/10000,training_images/chart/_adc6356d0341851d.jpg,chart,crop,0.3260727,chart,0.21670173,globe,0.084791124,dashboard,0.029838106,add,0.029242909,
28/10000,training_images/flag/_ca3d24d09cb9089c.jpg,flag,flag,0.7742323,crop,0.05721285,calendar,0.023801433,bookmark,0.013680355,battery,0.012780097,
29/10000,training_images/globe/~84bb89687d179087.jpg,globe,twitter,0.29661107,megaphone,0.29370028,globe,0.24547559,call,0.03289433,moon,0.023670493,
30/10000,training_images/chart/~f8b3609041557515.jpg,chart,file,0.15293331,unclassified,0.14852011,bookmark,0.13958202,ticket,0.09487975,music,0.0671317,
31/10000,training_images/chart/~b7894e3ceace753b.jpg,chart,television,0.2400357,computer,0.21720107,chart,0.16142252,signal,0.087392025,grid,0.070364796,
32/10000,training_images/chart/_5c3fb1bc3cd4d42d.jpg,chart,chart,0.32591063,volume,0.19011141,signal,0.053445254,camera,0.043511063,music,0.03786601,
33/10000,training_images/folder/_ac12dab21e5129da.jpg,folder,trash,0.28548673,gift,0.2728236,bag,0.13622506,map,0.10726356,delete,0.042479448,
34/10000,training_images/computer/_33726a27887b3c80.jpg,computer,download,0.5485239,arrow down,0.18837537,chart,0.07579161,maximize,0.06338765,check mark,0.028225683,
35/10000,training_images/airplane/~b759b1ea0d6b29c7.jpg,airplane,airplane,0.6975648,delete,0.063371815,close,0.05083383,check mark,0.0476862,chart,0.017935432,
36/10000,training_images/settings/_69f4eaad4adcdd19.jpg,settings,settings,0.82118374,dollar,0.07782637,globe,0.01906999,favorite,0.017911235,user,0.01047462,
37/10000,training_images/laptop/~6a76c74ed13d8b8b.jpg,laptop,laptop,0.48062596,folder,0.16620661,computer,0.0659221,credit card,0.037672542,save,0.036655586,
38/10000,training_images/map/~5c0ff1627480f47b.jpg,map,map,0.9847329,bookmark,0.008613871,grid,0.0008239132,crop,0.0007804166,arrow down,0.0007777767,
39/10000,training_images/car/_f54ce88489b4440c.jpg,car,car,0.9983339,television,0.0006273112,add,0.00033100796,printer,0.00029705308,airplane,0.00013783037,
40/10000,training_images/volume/~c7b287160a0a7dd7.jpg,volume,volume,0.7461266,megaphone,0.11762962,mute,0.046603344,fast forward,0.013162834,rewind,0.011002979,
41/10000,training_images/share/~645cf3e36e2ddaf3.jpg,share,share,0.45680177,search,0.15485005,cut,0.07904393,user,0.07252887,chart,0.0685914,
42/10000,training_images/calculator/_07a79a2e1a8f683e.jpg,calculator,calculator,0.8957121,calendar,0.09920242,grid,0.0022212944,mobile,0.00079360907,qr code,0.00059549435,
43/10000,training_images/cut/_8bcf93684e3f50b2.jpg,cut,cut,0.92131317,share,0.029468061,airplane,0.013000517,close,0.010196509,chart,0.008425774,
44/10000,training_images/music/_ec8aa4a36f2bbb55.jpg,music,music,0.9965952,contrast,0.0010911167,arrow left,0.00019808963,cart,0.0001805444,refresh,0.00015748158,
45/10000,training_images/moon/~41a5136234e9033f.jpg,moon,question,0.2989704,call,0.09834544,refresh,0.07970833,moon,0.07616888,dollar,0.052990608,
46/10000,training_images/trophy/~496191a9a7a1b3f7.jpg,trophy,trophy,0.7615515,favorite,0.04645689,bag,0.0171985,dollar,0.01684624,download,0.015329122,
47/10000,training_images/filter/~b0e56575282fb420.jpg,filter,filter,0.8120147,sort,0.083580084,map,0.030854817,location,0.009082627,arrow down,0.006054703,
48/10000,training_images/send/~2f3d1cd6e3fbf938.jpg,send,send,0.63561755,cursor,0.15776826,flag,0.08211171,airplane,0.02386879,unclassified,0.020222213,
49/10000,training_images/menu/_e66c33c3424edaf5.jpg,menu,folder,0.2718184,credit card,0.26430678,arrow left,0.061921623,computer,0.040259443,printer,0.037513047,
50/10000,training_images/contrast/_bb4cf74649732110.jpg,contrast,dashboard,0.2895596,arrow left,0.19503593,check mark,0.05897469,tag,0.044748727,delete,0.04079381,
51/10000,training_images/link/~6b91964c01454f2a.jpg,link,flashlight,0.67136914,link,0.28613737,external link,0.011396459,megaphone,0.0063715344,tag,0.0049497727,
52/10000,training_images/tag/_2781f56c3de53525.jpg,tag,tag,0.99649835,save,0.0017511646,location,0.0008946633,question,0.00018200366,warning,0.00010024459,
53/10000,training_images/settings/~6781d9bd6398cf70.jpg,settings,brightness,0.4565769,settings,0.28384376,user,0.22331375,contrast,0.013574334,search,0.010218204,
54/10000,training_images/headphones/_0a620c72a3b60f2e.jpg,headphones,headphones,0.89936966,question,0.037715632,light bulb,0.014676059,bluetooth,0.008385389,unlock,0.006632886,
55/10000,training_images/link/~9765ba93acfcbaf7.jpg,link,google,0.19138937,signal,0.055816814,tag,0.047602635,credit card,0.0460034,video camera,0.04029084,
56/10000,training_images/arrow_down/_7f37e7ab9b2f2745.jpg,arrow down,check mark,0.46674904,arrow down,0.31722274,location,0.089435235,cursor,0.021637416,clock,0.016475325,
57/10000,training_images/check_mark/~8f393c1b11ea24dc.jpg,check mark,arrow down,0.5033947,check mark,0.30141473,download,0.031140363,minimize,0.02244254,volume,0.02137547,
58/10000,training_images/rewind/~539c9ccfa1556b9a.jpg,rewind,fast forward,0.39006487,rewind,0.1858043,video camera,0.11779562,send,0.10102014,cursor,0.039077602,
59/10000,training_images/file/~fa98629a47f1c530.jpg,file,file,0.76570475,home,0.059866313,mobile,0.032752424,bag,0.028958183,save,0.02513598,
60/10000,training_images/camera/~c334824f6efd7700.jpg,camera,camera,0.9552978,user,0.00746341,search,0.0064910515,save,0.0029435332,delete,0.0020033373,
61/10000,training_images/laptop/_69114b9b2ae6fbae.jpg,laptop,laptop,0.99609166,computer,0.00092369074,television,0.00043052665,file,0.00037905443,folder,0.0003223215,
62/10000,training_images/mobile/~cf3bdb13f9190252.jpg,mobile,trash,0.579288,delete,0.09823142,calendar,0.08827857,mobile,0.044860788,calculator,0.023654532,
63/10000,training_images/menu/~5c4de5ebf0412b36.jpg,menu,sort,0.47590733,menu,0.3391391,close,0.061992016,user,0.045247275,delete,0.030662002,
64/10000,training_images/edit/_3a5f561639bb10ed.jpg,edit,arrow left,0.3128262,edit,0.14062667,sort,0.08935144,filter,0.07122614,check mark,0.064739175,
65/10000,training_images/flag/_e9ef95276e78ae7e.jpg,flag,flag,0.8962648,bag,0.07669892,fingerprint,0.0057761148,thumbs up,0.0050570117,airplane,0.003476243,
66/10000,training_images/headphones/_9095e3d3ef5a53ae.jpg,headphones,headphones,0.9461918,car,0.01413067,notifications,0.008102783,unlock,0.0066638044,dashboard,0.0056732753,
67/10000,training_images/question/~d5ea2b54ef85ba9b.jpg,question,question,0.22322631,call,0.074855,unlock,0.0639675,delete,0.05829456,info,0.054293238,
68/10000,training_images/home/_5eef1e4104bdd0f0.jpg,home,chart,0.6120024,home,0.24590196,file,0.023348156,trash,0.01267206,external link,0.011124333,
69/10000,training_images/fab/_764ca1b885283ce0.jpg,fab,fab,0.9994898,unclassified,0.00029334053,profile avatar,4.935099e-05,google,2.9606797e-05,settings,2.1112422e-05,
70/10000,training_images/globe/_a2b0e930829c2293.jpg,globe,globe,0.9439089,gift,0.008606938,crop,0.007693959,mail,0.0076730163,chart,0.004654444,
71/10000,training_images/alarm/~a6f005045b4d11b8.jpg,alarm,alarm,0.5869045,brightness,0.17780694,refresh,0.032133684,light bulb,0.027022513,notifications,0.025385618,
72/10000,training_images/arrow_down/~ad70e2f87cde94c0.jpg,arrow down,arrow down,0.467328,delete,0.22809288,check mark,0.21744578,clock,0.017415764,close,0.008622163,
73/10000,training_images/mobile/~d9e303af03cdde9b.jpg,mobile,crop,0.47986928,chart,0.12583917,warning,0.051206756,signal,0.035260133,battery,0.03432139,
74/10000,training_images/volume/_a965e9042c70ac46.jpg,volume,volume,0.8673966,megaphone,0.033415932,mute,0.029227505,signal,0.021114675,music,0.018283678,
75/10000,training_images/location/_1fe74b27137d00d2.jpg,location,location,0.97049755,map,0.017639663,tag,0.002709957,question,0.0025389912,favorite,0.00076316134,
76/10000,training_images/fab/_ffda8f73c5653a7b.jpg,fab,fab,0.88276744,clock,0.02637556,info,0.021793576,add,0.016227312,question,0.011647752,
77/10000,training_images/camera/~846c1deb1a1affcb.jpg,camera,camera,0.84863365,video camera,0.029711606,calendar,0.026610015,settings,0.01358942,dollar,0.0068863533,
78/10000,training_images/grid/_ed222bcf2e842a54.jpg,grid,grid,0.5005261,add,0.3045178,gift,0.06323822,bag,0.035108026,delete,0.017657137,
79/10000,training_images/volume/_861e1546e57e4dd3.jpg,volume,volume,0.7974507,megaphone,0.18868656,signal,0.0092886025,mute,0.001857398,question,0.0009834302,
80/10000,training_images/question/_317fbf4e21eecccd.jpg,question,question,0.527671,refresh,0.123689696,user,0.046591364,alarm,0.030730821,share,0.02948211,
81/10000,training_images/info/_397db1655fbb528f.jpg,info,info,0.8587149,clock,0.06347483,warning,0.05393634,contrast,0.009725026,add,0.0042175055,
82/10000,training_images/share/~6d339f86e62afe22.jpg,share,share,0.23962426,dashboard,0.22653173,folder,0.06548567,alarm,0.05152957,volume,0.047010776,
83/10000,training_images/chart/~e01137b97a7e5bcb.jpg,chart,volume,0.17072181,signal,0.16695076,clock,0.14413421,chart,0.095060244,barcode,0.094743475,
84/10000,training_images/headphones/~75a3df2fa5336a27.jpg,headphones,headphones,0.914174,unlock,0.019346558,bag,0.011047695,home,0.0067323186,music,0.0057026786,
85/10000,training_images/user/_6f18eef579339859.jpg,user,user,0.91314465,video camera,0.014446386,menu,0.0068831537,arrow right,0.0061071394,brightness,0.0055108517,
86/10000,training_images/link/_1d70b8affc93a9a6.jpg,link,link,0.97414714,external link,0.011239262,fire,0.003960973,call,0.002451638,play,0.0013793501,
87/10000,training_images/folder/_a3aab1cd8688ed01.jpg,folder,folder,0.5359169,battery,0.10154177,bag,0.042066626,video camera,0.039770167,laptop,0.039395288,
88/10000,training_images/close/~cc035a4d70ac537f.jpg,close,close,0.4162748,delete,0.35786703,check mark,0.0933897,arrow down,0.022932589,add,0.0196242,
89/10000,training_images/laptop/_4fbeda225742df29.jpg,laptop,computer,0.67139864,television,0.30258554,notifications,0.005476724,laptop,0.003925179,refresh,0.0025236188,
90/10000,training_images/user/_f4aab7c241396ef0.jpg,user,user,0.6457507,globe,0.09759014,eye,0.09154143,notifications,0.061766017,moon,0.0173626,
91/10000,training_images/add/~e387474a28707c83.jpg,add,settings,0.3000927,user,0.2792836,car,0.060891785,chart,0.037164994,video camera,0.034720533,
92/10000,training_images/refresh/~12156945c3307ccc.jpg,refresh,refresh,0.9602659,search,0.010591839,moon,0.007204326,globe,0.0030425717,arrow right,0.0024385438,
93/10000,training_images/search/~40d0d1d24a936613.jpg,search,search,0.9631663,user,0.005985219,eye,0.0045218244,notifications,0.0027399615,brightness,0.0021251068,
94/10000,training_images/tag/_cabf643af0bdc80e.jpg,tag,tag,0.8044612,dashboard,0.074573755,credit card,0.030966079,external link,0.0116888,bag,0.008346784,
95/10000,training_images/notifications/_dc1fccb9d413d6a6.jpg,notifications,notifications,0.8464276,light bulb,0.06691302,bag,0.017150747,alarm,0.016674556,lock,0.010294826,
96/10000,training_images/save/~67fa46a56dba6157.jpg,save,save,0.81845,file,0.0624499,signal,0.016053267,volume,0.013021121,credit card,0.010410143,
97/10000,training_images/home/_2a1fe4acdefcce1c.jpg,home,home,0.49041727,file,0.07922103,volume,0.07531849,bookmark,0.06503383,mute,0.032682933,
98/10000,training_images/light_bulb/_0acc3f3f2a1580f2.jpg,light bulb,light bulb,0.99216837,alarm,0.0021926062,brightness,0.0010160229,dollar,0.000952412,signal,0.00076724123,
99/10000,training_images/fire/_1cdb93c0fb75d69c.jpg,fire,dollar,0.54607123,brightness,0.084795505,crop,0.05765646,trophy,0.03950496,question,0.028840097,
100/10000,training_images/arrow_left/~decd9f0369bcd994.jpg,arrow left,arrow left,0.6631188,arrow up,0.04954672,arrow right,0.042809814,clock,0.03548534,maximize,0.021512952,
101/10000,training_images/signal/_f0c7d496ac6d5f7e.jpg,signal,signal,0.73616534,volume,0.16523276,fingerprint,0.048490353,fire,0.03833507,mute,0.0050487258,
102/10000,training_images/light_bulb/~1ef7d2325ff82793.jpg,light bulb,globe,0.20404734,location,0.19714606,light bulb,0.164136,user,0.12616426,microphone,0.06400884,
103/10000,training_images/cart/_4d0268938edd80e5.jpg,cart,cart,0.9993518,delete,0.00018576607,trash,7.4407435e-05,computer,4.956443e-05,folder,4.1561874e-05,
104/10000,training_images/grid/~e4bda3909fa88d67.jpg,grid,grid,0.6585522,menu,0.20376205,folder,0.046402104,credit card,0.017468577,flag,0.01424346,
105/10000,training_images/gift/~f84039a28335da0d.jpg,gift,gift,0.28721622,arrow right,0.11214821,light bulb,0.074076615,thumbs up,0.038641553,globe,0.028581535,
106/10000,training_images/delete/~6e8cda0a4926100e.jpg,delete,delete,0.3278574,trash,0.29686514,battery,0.06432391,flashlight,0.04984808,info,0.02941015,
107/10000,training_images/dashboard/~0abcfc51f657c202.jpg,dashboard,clock,0.1950086,location,0.1010326,play,0.09677482,arrow left,0.07118745,eye,0.04917068,
108/10000,training_images/home/~faffd72d5b030c79.jpg,home,home,0.7395487,chart,0.0712461,file,0.03223787,volume,0.029948536,ticket,0.02734735,
109/10000,training_images/mail/_7d9677e7577fee4a.jpg,mail,mail,0.87864876,reply,0.047107864,send,0.0070095584,crop,0.0063139386,rewind,0.005026449,
110/10000,training_images/lock/_bfeba67232c9319b.jpg,lock,lock,0.6110819,unlock,0.098609924,headphones,0.08913908,notifications,0.052772705,user,0.021308908,
111/10000,training_images/folder/_92891a8e82dcb5ed.jpg,folder,folder,0.1645388,arrow left,0.08984615,delete,0.06831835,reply,0.050071802,bluetooth,0.03887754,
112/10000,training_images/alarm/~3751c9847b009da6.jpg,alarm,clock,0.4366816,dashboard,0.40428334,alarm,0.09341255,brightness,0.008828794,refresh,0.008097028,
113/10000,training_images/chart/~93709fa0b8f51b16.jpg,chart,signal,0.22451583,chart,0.16675763,music,0.1623206,volume,0.10522132,megaphone,0.09522464,
114/10000,training_images/car/_261257aa4a2d3377.jpg,car,car,0.94848543,alarm,0.005792122,signal,0.005168876,headphones,0.0042066956,brightness,0.0032997057,
115/10000,training_images/link/_fe93ccf8ad1505b8.jpg,link,link,0.897903,external link,0.028641503,cut,0.020424398,megaphone,0.008204164,call,0.0065322304,
116/10000,training_images/share/~89dfa75c946d803c.jpg,share,reply,0.88475853,share,0.062472697,arrow right,0.013623634,send,0.008267582,refresh,0.0074650077,
117/10000,training_images/rewind/~99fe9900e8618d9d.jpg,rewind,rewind,0.8281937,fast forward,0.06580428,bluetooth,0.027515657,clock,0.01022142,play,0.00961818,
118/10000,training_images/rewind/~3d10d27c138e23cb.jpg,rewind,arrow right,0.33279574,rewind,0.19056217,arrow left,0.1867886,fast forward,0.08270474,refresh,0.03894713,
119/10000,training_images/search/_8b89cb379dd5b4dd.jpg,search,search,0.9455561,info,0.0113711655,user,0.011241447,brightness,0.006029369,location,0.0039951676,
120/10000,training_images/close/_17a6e218c66442ab.jpg,close,close,0.5620118,delete,0.23129004,add,0.03017638,fast forward,0.02045388,arrow up,0.017457971,
121/10000,training_images/settings/_ea2cd4506cc8516e.jpg,settings,television,0.22348846,user,0.19524156,alarm,0.17710054,settings,0.09003451,brightness,0.08172284,
122/10000,training_images/menu/~3761f83481e7a4cc.jpg,menu,sort,0.71846217,menu,0.22316922,filter,0.029170653,credit card,0.005393839,arrow right,0.0046231523,
123/10000,training_images/battery/_29cb050ff0b4695b.jpg,battery,barcode,0.15982091,computer,0.14115147,dollar,0.13806018,qr code,0.085085854,dashboard,0.06742339,
124/10000,training_images/airplane/~33930e3fc5bb9f61.jpg,airplane,airplane,0.89563847,cut,0.0945874,car,0.007994825,crop,0.00072364253,television,0.00040468437,
125/10000,training_images/airplane/_f44d3fce08a2da4f.jpg,airplane,cut,0.46030143,airplane,0.37381613,ticket,0.055614814,megaphone,0.02669693,dollar,0.016253937,
126/10000,training_images/play/~f858e83802927f29.jpg,play,play,0.8477975,arrow left,0.035881795,fast forward,0.03391107,contrast,0.02637555,arrow right,0.01351696,
127/10000,training_images/clock/_e7b9af33ecfecded.jpg,clock,clock,0.79094464,brightness,0.038140513,arrow right,0.034633435,alarm,0.01700879,maximize,0.016357375,
128/10000,training_images/bookmark/_b1071351517b4787.jpg,bookmark,bookmark,0.58516294,flag,0.12839316,volume,0.034433153,megaphone,0.029024838,brightness,0.022796482,
129/10000,training_images/mail/_b9834307cbc7bca5.jpg,mail,mail,0.68612325,map,0.07335061,location,0.0389232,bag,0.026267473,favorite,0.02508008,
130/10000,training_images/dashboard/_99dbe774d771d515.jpg,dashboard,dashboard,0.70667195,clock,0.19646613,mute,0.011237361,refresh,0.010729909,alarm,0.0081659015,
131/10000,training_images/arrow_up/~22516289a90d96bd.jpg,arrow up,arrow up,0.15052888,home,0.09912888,battery,0.08061661,send,0.077854276,mail,0.060564432,
132/10000,training_images/camera/_957803cbe17665ff.jpg,camera,video camera,0.59959507,gift,0.03253339,cloud,0.031653576,bag,0.029088592,dollar,0.021759775,
133/10000,training_images/home/_f429f20eca22ef98.jpg,home,home,0.884795,warning,0.037371494,file,0.01588864,save,0.014395146,lock,0.00958624,
134/10000,training_images/camera/~5284253c94bce5c2.jpg,camera,download,0.19238158,save,0.17494413,calendar,0.12331133,camera,0.07576118,settings,0.066120766,
135/10000,training_images/cloud/_350220959ea583e5.jpg,cloud,cloud,0.908385,download,0.02160381,refresh,0.01578958,save,0.004375011,dashboard,0.0042419676,
136/10000,training_images/moon/~5251bdb28764719b.jpg,moon,question,0.52052677,moon,0.07593451,search,0.07588517,location,0.044539154,map,0.03294865,
137/10000,training_images/folder/_4f02d3a70f722379.jpg,folder,folder,0.9637143,credit card,0.0099392375,battery,0.0077108503,file,0.0050899666,printer,0.0017452615,
138/10000,training_images/crop/~3f21523ec21249a6.jpg,crop,cut,0.22539595,minimize,0.11190902,delete,0.08480191,chart,0.07220223,crop,0.06763903,
139/10000,training_images/folder/~b5cde398ea725531.jpg,folder,folder,0.28629437,save,0.1055248,file,0.07026666,volume,0.066998065,flag,0.051330853,
140/10000,training_images/airplane/~f8a6935936518c60.jpg,airplane,airplane,0.7947018,megaphone,0.09266949,cursor,0.05314134,maximize,0.017777208,ticket,0.0081605865,
141/10000,training_images/eye/_c1a5c808e95f39e4.jpg,eye,cursor,0.38295048,mute,0.1312882,megaphone,0.10076319,signal,0.06301007,eye,0.05376415,
142/10000,training_images/filter/~6ddcaf592b49c999.jpg,filter,sort,0.23819105,filter,0.13580352,flag,0.11238684,location,0.09142707,arrow down,0.052237052,
143/10000,training_images/car/~2a439e27a66c9d7d.jpg,car,car,0.81229705,add,0.060399685,computer,0.052772127,airplane,0.032977737,megaphone,0.0068703885,
144/10000,training_images/bookmark/_902d10eaff2474d9.jpg,bookmark,credit card,0.39368004,ticket,0.20325445,computer,0.056842204,trophy,0.025750298,upload,0.020829426,
145/10000,training_images/television/~4c732c99576252c5.jpg,television,television,0.39750025,notifications,0.30859458,bag,0.26768726,video camera,0.012780702,computer,0.003086848,
146/10000,training_images/headphones/_db7a5fa22e6ef6bc.jpg,headphones,headphones,0.81067044,trophy,0.039448757,map,0.034678046,video camera,0.027047666,bookmark,0.0151101,
147/10000,training_images/cart/~4d309d658e325847.jpg,cart,cart,0.36780086,computer,0.08170258,share,0.05429682,laptop,0.05316691,delete,0.044149626,
148/10000,training_images/location/~b694ccccbb8187ad.jpg,location,location,0.88658226,map,0.039884485,question,0.012005402,tag,0.0061354646,dashboard,0.004768565,
149/10000,training_images/search/_a135e21d4c72c750.jpg,search,search,0.7381333,notifications,0.03563283,info,0.025041483,brightness,0.01915424,microphone,0.013561752,
150/10000,training_images/airplane/~a307e375dc6843f1.jpg,airplane,megaphone,0.58003616,airplane,0.38918915,mute,0.013810592,cursor,0.010656854,flashlight,0.0032965008,
151/10000,training_images/airplane/~533f3b55d813657c.jpg,airplane,delete,0.13013484,maximize,0.10875962,airplane,0.101610795,folder,0.086104445,external link,0.08429159,
152/10000,training_images/call/_3622e2321fbeb78b.jpg,call,call,0.64456815,airplane,0.07442443,check mark,0.07305286,chart,0.042234473,fast forward,0.023038918,
153/10000,training_images/music/_8b09b4f0a595969c.jpg,music,music,0.6888499,save,0.07842504,headphones,0.024576848,overflow menu,0.018542677,clock,0.018063283,
154/10000,training_images/camera/_a3d1aa9474ebaf10.jpg,camera,cloud,0.36977404,camera,0.2853169,video camera,0.16101599,calendar,0.058110602,gift,0.046498414,
155/10000,training_images/moon/_10c318b621531016.jpg,moon,moon,0.73768705,fire,0.034215912,favorite,0.03420014,refresh,0.029845031,flag,0.014080629,
156/10000,training_images/menu/~c7e6a57d600dd6c0.jpg,menu,sort,0.6963801,printer,0.10011604,menu,0.061447237,flashlight,0.033449072,save,0.026713312,
157/10000,training_images/info/~b421454f258dfb32.jpg,info,info,0.33022213,clock,0.15742452,search,0.09151922,contrast,0.05385497,add,0.03236127,
158/10000,training_images/chart/_901f1bbabc0e1921.jpg,chart,battery,0.40106803,bluetooth,0.1626232,delete,0.09947699,ticket,0.038540605,mobile,0.03363884,
159/10000,training_images/video_camera/~a4113f25588beaff.jpg,video camera,folder,0.36307833,video camera,0.23710816,reply,0.12195451,cursor,0.036081944,megaphone,0.021153716,
160/10000,training_images/rewind/~7124e9cc82c1db8a.jpg,rewind,rewind,0.5978006,fast forward,0.053583868,location,0.03273639,bluetooth,0.031656697,arrow down,0.025754815,
161/10000,training_images/headphones/~ee6be65c6aec9e1e.jpg,headphones,headphones,0.8648104,light bulb,0.035093162,notifications,0.018190837,alarm,0.010500584,user,0.005682379,
162/10000,training_images/chart/_dd2013870e963e85.jpg,chart,chart,0.15041198,home,0.1095208,mute,0.10368815,bag,0.06419827,arrow up,0.049274735,
163/10000,training_images/maximize/_b3553d48e865489a.jpg,maximize,maximize,0.49782297,minimize,0.4961532,external link,0.0038179492,download,0.00046119557,delete,0.00026406153,
164/10000,training_images/facebook/_a469e77275dbc134.jpg,facebook,facebook,0.9700313,google,0.012033859,file,0.003063517,save,0.0016511948,maximize,0.0011772304,
165/10000,training_images/light_bulb/~dd4f4010c4bfa60e.jpg,light bulb,light bulb,0.9854032,microphone,0.0025898162,cut,0.0021941809,alarm,0.001059785,filter,0.0009786759,
166/10000,training_images/crop/_ddadb4442c073db8.jpg,crop,crop,0.97939426,battery,0.0069479453,home,0.0024805083,calendar,0.0016655124,info,0.0012249235,
167/10000,training_images/mail/~c3ae4f4466e5b88d.jpg,mail,mail,0.94787,map,0.015078036,video camera,0.008715647,mute,0.004679054,send,0.0021990412,
168/10000,training_images/arrow_right/_abb9097793d7028a.jpg,arrow right,battery,0.30613855,external link,0.115023166,arrow right,0.06474036,save,0.04628799,ticket,0.041259047,
169/10000,training_images/computer/~7329d8294a0a8196.jpg,computer,computer,0.48084646,mobile,0.09062486,save,0.037764706,television,0.03311928,add,0.02396748,
170/10000,training_images/video_camera/_4f4433cb6a8d462d.jpg,video camera,video camera,0.4826078,crop,0.063474365,television,0.06274539,minimize,0.06241083,mail,0.029507639,
171/10000,training_images/signal/~cd093d9aee66581e.jpg,signal,signal,0.4481644,fingerprint,0.40598398,unclassified,0.029383337,music,0.022153568,lock,0.013109445,
172/10000,training_images/credit_card/_3b881ba1d1fa47af.jpg,credit card,dollar,0.103236236,info,0.0757492,settings,0.06317127,user,0.05796719,add,0.041967064,
173/10000,training_images/share/~246cd175daf316c6.jpg,share,cut,0.2357827,chart,0.21491684,brightness,0.1810552,tag,0.07625086,share,0.06580846,
