12/10000,../training_images/_negative/~670707d761b67f89.jpg, negative, negative,0.99514586,favorite,0.0016575572,profile avatar,0.0011932437,question,0.0004842399,info,0.00037909055,
13/10000,../training_images/map/~44342901ceca2aae.jpg,map,map,0.9002527,bookmark,0.02103837,chart,0.01833134,location,0.017084494,volume,0.010907648,
14/10000,../training_images/music/_c7171ad40019d014.jpg,music,music,0.99802303,notifications,0.00055758737,cart,0.00040210868,headphones,0.00028423243,bluetooth,0.00022804659,
15/10000,../training_images/_negative/_19c4182e8f35edd3.jpg, negative,flag,0.7160375, negative,0.20070921,close,0.026561696,overflow menu,0.025526332,info,0.0072301873,
16/10000,../training_images/notifications/~6f6c4c5f17222bf2.jpg,notifications,cloud,0.6003659,notifications,0.1287475,alarm,0.09052351,warning,0.024108717,user,0.020461855,
17/10000,../training_images/filter/_1e016860fd5acf9f.jpg,filter,filter,0.9770008,sort,0.01621384,send,0.0017526641,arrow down,0.0010804102,folder,0.000763057,
18/10000,../training_images/dashboard/~03070dbc2ff30c06.jpg,dashboard,chart,0.2921623,minimize,0.21476911,maximize,0.11476258,calendar,0.07043993,arrow up,0.062240664,
19/10000,../training_images/bookmark/~79e873f28402313d.jpg,bookmark,bookmark,0.92700213,notifications,0.009721154,video camera,0.008403475,info,0.0069535202,volume,0.0062962747,
20/10000,../training_images/headphones/_9b61bfde1d1023d1.jpg,headphones,headphones,0.9863781,music,0.0077565587,add,0.0008563881,lock,0.000789067,upload,0.0007818777,
21/10000,../training_images/_negative/~84b4b048be913763.jpg, negative, negative,0.427468,alarm,0.27332288,search,0.11131248,user,0.047900997,google,0.020583678,
22/10000,../training_images/_negative/~1a52d4f95da4e937.jpg, negative, negative,0.9827558,signal,0.009527521,chart,0.0021653238,settings,0.0018420239,barcode,0.0015590659,
23/10000,../training_images/_negative/~42bcd58663888a69.jpg, negative,flag,0.5515878,search,0.1816637, negative,0.12155097,play,0.027244812,folder,0.026699957,
24/10000,../training_images/ticket/~a6e7ff48c8a056d5.jpg,ticket,ticket,0.940927,tag,0.00918063,share,0.008788179,notifications,0.0087026255,mobile,0.0053874436,
25/10000,../training_images/_negative/_74bf83744ac69705.jpg, negative, negative,0.9728152,fingerprint,0.003370976,volume,0.0030232668,flag,0.0028183265,location,0.0017353497,
26/10000,../training_images/mail/_e47da1e6d1b4e1fa.jpg,mail,mail,0.8520303,bookmark,0.040000997,favorite,0.018578364,gift,0.017751401,rewind,0.013141219,
27/10000,../training_images/crop/~e1fff28a8a46fa5d.jpg,crop,crop,0.7537952,add,0.035231456,laptop,0.030176906,contrast,0.024407316,battery,0.019809645,
28/10000,../training_images/mobile/~783916e17fd6248f.jpg,mobile,mobile,0.7152392,warning,0.24068443,file,0.015362058,bluetooth,0.007620728,music,0.004270361,
29/10000,../training_images/_negative/~7085eedb88caa92a.jpg, negative,fab,0.8979366, negative,0.04709057,profile avatar,0.023507895,location,0.006823227,flag,0.005589944,
30/10000,../training_images/television/_40959063c8b76b93.jpg,television,television,0.9997733,call,4.450561e-05,check mark,3.518455e-05,calendar,2.5229047e-05,tag,2.2813594e-05,
31/10000,../training_images/cut/_952805e22edc327c.jpg,cut,cut,0.94671804,gift,0.006186723,bluetooth,0.0051787603,mail,0.005003011,airplane,0.0049805576,
32/10000,../training_images/mute/_3fd309bddb965b2e.jpg,mute,mute,0.9866132,crop,0.008784715,volume,0.0033129193,rewind,0.0004947851,minimize,0.00014944185,
33/10000,../training_images/settings/_40d4a351fc3eec66.jpg,settings,settings,0.3709285,sort,0.21056648,filter,0.09948415,chart,0.085313104,minimize,0.075888924,
34/10000,../training_images/unlock/_668bcb90ae3231cf.jpg,unlock,unlock,0.9318583,lock,0.06750417,headphones,0.00019759804,music,0.0001348588,bag,9.205416e-05,
35/10000,../training_images/delete/_d99837b58320b68a.jpg,delete,trash,0.67458576,delete,0.21251696,barcode,0.020491587,chart,0.019649986,battery,0.010792424,
36/10000,../training_images/laptop/~f220263f0075e0fc.jpg,laptop,laptop,0.99876463,television,0.00052648387,computer,0.00031753082,folder,0.00014757995,bookmark,4.5463265e-05,
37/10000,../training_images/delete/_05d098f8618c8ed0.jpg,delete,trash,0.52106225,delete,0.4665194,chart,0.002583623,grid,0.0017204395,gift,0.0014864214,
38/10000,../training_images/cursor/~76b33de69cae1cf0.jpg,cursor,send,0.5800763,cursor,0.281674,link,0.017638,external link,0.0176353,tag,0.015639573,
39/10000,../training_images/question/_0138555e6407873a.jpg,question,question,0.9797999,chart,0.0068833013,dollar,0.0035955901,share,0.0023689482,link,0.0017738162,
40/10000,../training_images/folder/_8f08864e39a00f68.jpg,folder,folder,0.17625615,credit card,0.16714953,calendar,0.08617682,delete,0.076234564,mail,0.05548209,
41/10000,../training_images/_negative/~1030ad25e48d3470.jpg, negative, negative,0.99469095,music,0.0013466338,home,0.00071683474,chart,0.0006036676,signal,0.00055699196,
42/10000,../training_images/minimize/~d004e99ff8d5c1b9.jpg,minimize,delete,0.19215189,chart,0.12838708,minimize,0.11750967,map,0.0726775,gift,0.07099532,
43/10000,../training_images/upload/_490fd84314911a54.jpg,upload,upload,0.6670536,share,0.17444366,arrow up,0.038972188,send,0.029153852,chart,0.025464647,
44/10000,../training_images/bookmark/_b5d9343c220c66eb.jpg,bookmark,bookmark,0.99778605,tag,0.0013002057,sort,0.00023154414,flag,0.00011657514,contrast,6.8772446e-05,
45/10000,../training_images/close/~8c086f49484d0d9d.jpg,close,fast forward,0.22489055,close,0.17489497,delete,0.12723395,add,0.12346364,clock,0.073263764,
46/10000,../training_images/folder/~73e9d9d395517842.jpg,folder,folder,0.35416996,save,0.3069365,file,0.17022651,battery,0.034341868,menu,0.028947005,
47/10000,../training_images/call/_a532b7d5d8a4b3be.jpg,call,call,0.4497708,notifications,0.05649794,music,0.052289568,headphones,0.04898252,mute,0.035820726,
48/10000,../training_images/home/~cfd412a82911328d.jpg,home,home,0.9082278,arrow up,0.07547946,info,0.007167871,upload,0.0012825317,share,0.0011849658,
49/10000,../training_images/settings/~4a744ee5285604a2.jpg,settings,settings,0.9959155,camera,0.00081846374,brightness,0.00068273506,dollar,0.00049193436,user,0.00042864966,
50/10000,../training_images/mobile/~77b6a920099b725f.jpg,mobile,mobile,0.5044754,call,0.11806443,calculator,0.11534822,clock,0.035696957,trash,0.026228907,
51/10000,../training_images/share/~0d45c5f67da04e29.jpg,share,tag,0.28450865,dollar,0.27708822,share,0.07686665,music,0.049648628,thumbs up,0.035969805,
52/10000,../training_images/cloud/_675d6fd0b50856db.jpg,cloud,cloud,0.9817321,link,0.00407682,ticket,0.003765318,upload,0.0024205816,folder,0.0020621952,
53/10000,../training_images/gift/~62dcfc749529456b.jpg,gift,gift,0.9999132,cut,2.3191753e-05,menu,1.911661e-05,trash,7.588747e-06,tag,4.2583706e-06,
54/10000,../training_images/flag/~f34aee98290f2270.jpg,flag,flag,0.97126544,television,0.0060494244,computer,0.006008559,crop,0.001603369,save,0.0015550392,
55/10000,../training_images/settings/~0315c590de9680e0.jpg,settings,settings,0.9266259,info,0.014046113,mobile,0.013497443,brightness,0.011416453,maximize,0.009470775,
56/10000,../training_images/share/_5fb728172ab0f001.jpg,share,share,0.9938763,cut,0.0024065159,user,0.0011212254,settings,0.0004229129,unlock,0.0002551732,
57/10000,../training_images/maximize/_8cfc8d28f5053a12.jpg,maximize,maximize,0.4950863,crop,0.1170472,signal,0.0581494,qr code,0.053478424,sort,0.052838825,
58/10000,../training_images/_negative/~b71864fff09e7249.jpg, negative, negative,0.9260097,volume,0.030548107,sort,0.016219545,fire,0.007082342,menu,0.00295441,
59/10000,../training_images/save/~27475d291986e6e9.jpg,save,computer,0.39935502,file,0.21569717,folder,0.045483004,sort,0.045428906,minimize,0.03214909,
60/10000,../training_images/download/_a0cbbbfa27ba8876.jpg,download,download,0.59683937,arrow down,0.28347218,sort,0.028680298,maximize,0.022404263,minimize,0.01097272,
61/10000,../training_images/menu/_a81defed50c6b951.jpg,menu,menu,0.9934036,grid,0.00381561,sort,0.0010084807,dashboard,0.00041847347, negative,0.00016365072,
62/10000,../training_images/minimize/_ab07edb54728e937.jpg,minimize,minimize,0.9958346,maximize,0.0025390873,settings,0.00038769274,favorite,0.00020713132,reply,0.00014504735,
63/10000,../training_images/check_mark/~b2a03fb39056bbba.jpg,check mark,fire,0.13171032,favorite,0.07345497,settings,0.070089854,cloud,0.06735961,ticket,0.054216485,
64/10000,../training_images/location/_fcbf23faa6230a54.jpg,location,location,0.94402426,map,0.015282346,tag,0.0105762705,favorite,0.0046300353,play,0.002850331,
65/10000,../training_images/trophy/_7398b91264edb987.jpg,trophy,trophy,0.9942345,filter,0.003707852,light bulb,0.00044026354,notifications,0.00026462396,microphone,0.0001357069,
66/10000,../training_images/lock/_ef78ea140fc91026.jpg,lock,lock,0.881966,unlock,0.10660493,bag,0.009090545,headphones,0.0009934567,car,0.0005853689,
67/10000,../training_images/battery/_5faad7f135b4dbf6.jpg,battery,battery,0.5680185,mobile,0.2284442,file,0.06261963,trash,0.056762725,delete,0.04218704,
68/10000,../training_images/mute/_d354e14006c02561.jpg,mute,volume,0.89023334,mute,0.036642313,folder,0.018030595,arrow left,0.011377129,bookmark,0.008758161,
69/10000,../training_images/share/~4b9801096ac94c6a.jpg,share,maximize,0.18272065,edit,0.059341814,video camera,0.046886683,crop,0.04673524,rewind,0.046420723,
70/10000,../training_images/calculator/_6b0f05c05a2d52a2.jpg,calculator,calculator,0.9364995,calendar,0.061312288,qr code,0.0005046623,call,0.0003592507,folder,0.0002779751,
71/10000,../training_images/chart/~3a702d9d28ad1471.jpg,chart,flashlight,0.20839486,microphone,0.1798883,chart,0.14035296,cursor,0.08549262,cart,0.067686394,
72/10000,../training_images/tag/_1e9791d8ea0f5a7c.jpg,tag,tag,0.8321622,bag,0.028642017,clock,0.02558613,download,0.019547349,battery,0.0157173,
73/10000,../training_images/maximize/_74552a8aea69133b.jpg,maximize,maximize,0.56642437,delete,0.06373465,battery,0.05430395,flag,0.047322147,file,0.036838558,
74/10000,../training_images/location/~cb6f69a645473a72.jpg,location,location,0.9522616,map,0.031335887,light bulb,0.00841233,filter,0.0021541931,user,0.0020349184,
75/10000,../training_images/send/_087ed758cb023124.jpg,send,send,0.9904509,cursor,0.008975831,arrow left,0.00022071648,trash,4.3722557e-05,location,4.223276e-05,
76/10000,../training_images/_negative/~77d1b4de40884842.jpg, negative, negative,0.8683603,brightness,0.024669383,question,0.022013085,alarm,0.019360425,volume,0.015879013,
77/10000,../training_images/refresh/~f962cd1b0e4669f1.jpg,refresh,refresh,0.9369779,cloud,0.014996628,arrow up,0.011259411,search,0.005466915,user,0.004983908,
78/10000,../training_images/add/~f08808d999029324.jpg,add,add,0.3577044,delete,0.14400958,user,0.07071731,globe,0.036802452,close,0.025315322,
79/10000,../training_images/globe/~0af31796f0bb7152.jpg,globe,globe,0.9405852,location,0.039112248,user,0.004237557,moon,0.0024494184,eye,0.0012859119,
80/10000,../training_images/volume/_eff0a3b470701220.jpg,volume,volume,0.8922888,mute,0.075284034,megaphone,0.025076699,video camera,0.0026828414,fire,0.0006744347,
81/10000,../training_images/maximize/_b3553d48e865489a.jpg,maximize,maximize,0.8789338,minimize,0.11873609,sort,0.0005815342,delete,0.00036733085,calculator,0.00020619428,
82/10000,../training_images/check_mark/_e4f3f6808c185a40.jpg,check mark,check mark,0.92178077,arrow down,0.06856508,notifications,0.0027801064,sort,0.0013475331,signal,0.0011035317,
83/10000,../training_images/check_mark/_5875d6334b8cb915.jpg,check mark,check mark,0.9298516,cursor,0.02312482,arrow down,0.017780196,send,0.017682407,airplane,0.0061665596,
84/10000,../training_images/settings/~95adf183b2beb563.jpg,settings,settings,0.9928013,dollar,0.0026368718,user,0.0023345433,moon,0.00036279744,clock,0.00033178917,
85/10000,../training_images/dashboard/_1e4f16d4856f082d.jpg,dashboard,dashboard,0.67412627,headphones,0.07261484,music,0.06944499,clock,0.027354395,dollar,0.021966504,
86/10000,../training_images/_negative/_9d14ef74b50521e9.jpg, negative, negative,0.47419772,refresh,0.15330152,settings,0.041388255,google,0.037404012,search,0.034896072,
87/10000,../training_images/computer/_88f6765bff1eaf09.jpg,computer,computer,0.9793793,call,0.006488336,mobile,0.0036637026,cart,0.0025318898,qr code,0.0015865028,
88/10000,../training_images/ticket/~19e49d364325dcb5.jpg,ticket,ticket,0.79842466,add,0.07386634,calendar,0.031526744,bag,0.02393761,mute,0.00941208,
89/10000,../training_images/trophy/_3ecf6816f500222b.jpg,trophy,trophy,0.9916666,map,0.004004426,signal,0.0019090979,location,0.001463382,question,0.0002571812,
90/10000,../training_images/delete/_81e57f21847663e2.jpg,delete,delete,0.81469357,trash,0.18496577,barcode,0.00013749769,gift,6.426981e-05,battery,2.860356e-05,
91/10000,../training_images/menu/_b0d3958a69d23ba3.jpg,menu,grid,0.9092934,menu,0.08165391,moon,0.001991366,volume,0.0018855457,settings,0.0012680813,
92/10000,../training_images/signal/_c95daf2b78cbdc6d.jpg,signal,signal,0.74046504,barcode,0.13186337,chart,0.029657435,fingerprint,0.023449276,cursor,0.021689445,
93/10000,../training_images/laptop/~83d3b9df3a4248c3.jpg,laptop,laptop,0.95906264,fire,0.0060926653,map,0.0059935036,alarm,0.0041520423,computer,0.003286182,
94/10000,../training_images/volume/_da7a9ef7a02587bb.jpg,volume,volume,0.9973797,mute,0.0020815236,fast forward,0.00027453154,signal,0.000115466355,megaphone,3.765545e-05,
95/10000,../training_images/light_bulb/~b1e8d7989178defe.jpg,light bulb,flashlight,0.32205683,light bulb,0.15276223,car,0.13455667,play,0.04315346,question,0.04056675,
96/10000,../training_images/qr_code/~b7225ea33e860080.jpg,qr code,qr code,0.82369095,calculator,0.12262272,calendar,0.03056052,barcode,0.020196265,grid,0.0007744386,
97/10000,../training_images/filter/~496e7eb04f3a60c8.jpg,filter,filter,0.99613106,sort,0.0029003667,signal,0.0005341007,arrow down,9.986059e-05,mail,9.296373e-05,
98/10000,../training_images/trophy/_133b997761aae714.jpg,trophy,trophy,0.9999478,filter,2.410007e-05,signal,4.737392e-06,question,4.466048e-06,favorite,4.4405233e-06,
99/10000,../training_images/_negative/_48573a66cf55e2ba.jpg, negative, negative,0.9941614,barcode,0.0051294803,moon,0.00014601872,flag,0.00014589455,overflow menu,7.775412e-05,
100/10000,../training_images/mail/~a6209cbd9ee7b1ce.jpg,mail,mail,0.67882127,home,0.045937758,sort,0.03582529,external link,0.029639516,delete,0.028660135,
101/10000,../training_images/signal/_697fc6c23d01aa88.jpg,signal,signal,0.9757612,volume,0.013251962,bluetooth,0.010470206,alarm,0.00018106063,eye,0.000102583166,
102/10000,../training_images/camera/_e8e2231f9da3c0b7.jpg,camera,mobile,0.6108067,computer,0.18141288,alarm,0.024011526,question,0.02133319,call,0.019359926,
103/10000,../training_images/sort/_8f575a5e146b889f.jpg,sort,sort,0.99556005,check mark,0.000914519,music,0.00066627824,filter,0.00049831596,menu,0.000486309,
104/10000,../training_images/user/_de8efd9c30983002.jpg,user,user,0.66488373,question,0.1505618,headphones,0.11178974,add,0.011648108,light bulb,0.010457241,
105/10000,../training_images/contrast/_9a222405e6b9fc55.jpg,contrast,contrast,0.9906731,play,0.0036194848,brightness,0.001735061,arrow left,0.0012033086,arrow right,0.00097606034,
106/10000,../training_images/moon/_b41a991bb5ba7d30.jpg,moon,moon,0.9988381,fire,0.0009568324,refresh,5.029423e-05,eye,4.1027037e-05,call,3.16437e-05,
107/10000,../training_images/alarm/~808e4e52ff08a30e.jpg,alarm,info,0.16944253,arrow up,0.073333256,alarm,0.065459155,location,0.05107526,favorite,0.051030107,
108/10000,../training_images/save/~65a89013e53048a4.jpg,save,save,0.97160274,printer,0.015219475,folder,0.005093728,file,0.00083565543,calendar,0.0006958783,
109/10000,../training_images/location/_6be8009ef56032a5.jpg,location,location,0.9975031,map,0.00097321783, negative,0.00091667543,light bulb,0.00013462946,signal,0.00012856335,
110/10000,../training_images/video_camera/_884af3e9c22b344d.jpg,video camera,video camera,0.6932215,mobile,0.14208986,external link,0.031732515,computer,0.024178047,microphone,0.013055946,
111/10000,../training_images/unlock/~17e7bc8bdec06880.jpg,unlock,unlock,0.9422399,lock,0.026952703,car,0.01919881,alarm,0.004799952,cart,0.001316896,
112/10000,../training_images/computer/_a1fea9f0d3b98ff4.jpg,computer,computer,0.898502,television,0.039837904,laptop,0.018650882,fast forward,0.016643304,download,0.009058828,
113/10000,../training_images/share/_36522dd162a88c59.jpg,share,tag,0.19300249,link,0.1312204,share,0.11357669,add,0.07765771,music,0.064847246,
114/10000,../training_images/minimize/_0aac0950c2b1e7b9.jpg,minimize,minimize,0.89945126,maximize,0.09992854,arrow left,9.7625e-05,download,7.724659e-05,external link,7.490038e-05,
115/10000,../training_images/search/_7e8d137e60e1114e.jpg,search,overflow menu,0.236972,close,0.14460866,facebook,0.12500767,settings,0.08478463, negative,0.07535678,
116/10000,../training_images/link/_8b22ad96d3fd040a.jpg,link,link,0.89696234,call,0.019247185,warning,0.010990162,cursor,0.007932403,volume,0.007022072,
117/10000,../training_images/minimize/_bda36568d362798d.jpg,minimize,maximize,0.6545198,minimize,0.16811383,chart,0.035722483,qr code,0.023030957,link,0.012344507,
118/10000,../training_images/light_bulb/_089c31a842027dd0.jpg,light bulb,light bulb,0.48431304,alarm,0.25342947,brightness,0.23528962,question,0.018270027,airplane,0.0037827431,
119/10000,../training_images/_negative/_1295b5202de46108.jpg, negative, negative,0.8838801,notifications,0.061774984,brightness,0.011328488,warning,0.008433069,signal,0.007405554,
120/10000,../training_images/ticket/_ba696d888a8247fb.jpg,ticket,ticket,0.9966779,battery,0.0014724606,tag,0.0006147549,airplane,0.00018203628,mute,0.00015475968,
121/10000,../training_images/ticket/~3fa815d69eead6e3.jpg,ticket,lock,0.7797887,chart,0.114509575,gift,0.020088412,signal,0.01799972,headphones,0.013627636,
122/10000,../training_images/home/~8f0ba10f55fe7205.jpg,home,home,0.99750143,lock,0.001964528,light bulb,8.6638305e-05,arrow up,5.3468422e-05,bluetooth,5.1235635e-05,
123/10000,../training_images/qr_code/~16e7ec6e4abdbfd3.jpg,qr code,qr code,0.9418542,map,0.014879157,reply,0.01093204,mail,0.009641367,credit card,0.0040211994,
124/10000,../training_images/_negative/~623e62c8a8989b08.jpg, negative, negative,0.98817885,info,0.004718934,flag,0.002018365,signal,0.001044729,bookmark,0.00096440705,
125/10000,../training_images/dashboard/~6ebcb680fe231a79.jpg,dashboard,dashboard,0.9472367,share,0.026966382,reply,0.004175263,user,0.0025995863,music,0.0019369319,
126/10000,../training_images/clock/~475c95891aaa0bd8.jpg,clock,clock,0.9270392,moon,0.033288237,cart,0.005518683,calculator,0.004780746,settings,0.00412669,
127/10000,../training_images/trophy/~6f605c359aa93dd2.jpg,trophy,trophy,0.86649776,light bulb,0.045654688,headphones,0.02249632,settings,0.019766312,search,0.016372751,
128/10000,../training_images/warning/_ef89ade2ea3f8e6c.jpg,warning,warning,0.90838003,tag,0.026687725,question,0.016905785,info,0.015793378,map,0.004349345,
129/10000,../training_images/close/_68dd8fc393d40923.jpg,close,close,0.88118297,delete,0.103926755,bluetooth,0.0091536725,mute,0.0011030554,link,0.0009439469,
130/10000,../training_images/battery/~b82f5a8a9940d624.jpg,battery,battery,0.8861692,television,0.022106288,video camera,0.01669783,video call,0.01650804,credit card,0.0073199132,
131/10000,../training_images/trophy/~965ec7c19a348a17.jpg,trophy,trophy,0.9996125,light bulb,0.00011066389,user,7.993254e-05,television,5.6204663e-05,brightness,2.629019e-05,
132/10000,../training_images/facebook/_640918a941035b13.jpg,facebook,facebook,0.9522228,camera,0.013165925,location,0.01017428,menu,0.0058002016,close,0.0021602032,
133/10000,../training_images/_negative/~9d2795895f4185bd.jpg, negative, negative,0.53393215,fire,0.26257923,trash,0.14768843,calculator,0.015529267,settings,0.013930365,
134/10000,../training_images/arrow_left/~bfaf6d5c29abfe0a.jpg,arrow left,arrow left,0.8356523,arrow right,0.09085417,maximize,0.044783473,play,0.0057844757,minimize,0.005287144,
135/10000,../training_images/barcode/_20b596bf575cd774.jpg,barcode,barcode,0.99986756,qr code,4.3252352e-05,chart,3.622278e-05,computer,8.323163e-06, negative,6.168255e-06,
136/10000,../training_images/_negative/_d5f4f1bfb9535921.jpg, negative, negative,0.452517,save,0.24936321,signal,0.068037204,bag,0.04476519,chart,0.0442796,
137/10000,../training_images/printer/_7a00de0da9b89fb0.jpg,printer,printer,0.8511964,bag,0.064794086,mobile,0.031913932,sort,0.012623209,link,0.008348104,
138/10000,../training_images/_negative/_b8d04b0cd48f6a2f.jpg, negative, negative,0.9968874,flag,0.0025921594,brightness,0.0001783599,profile avatar,6.595831e-05,clock,4.2287178e-05,
139/10000,../training_images/flag/~521a5427c0460779.jpg,flag,flag,0.756115,television,0.05415243,save,0.05289166,computer,0.017809276,laptop,0.012752155,
140/10000,../training_images/eye/_43cdc97504669c06.jpg,eye,eye,0.9812708,fire,0.0046195155,alarm,0.003260116,dollar,0.0024118559,cut,0.0010389237,
141/10000,../training_images/filter/~0c3523a0e97c52cd.jpg,filter,filter,0.95704156,trash,0.0137648145,location,0.0073740445,add,0.00430419,cursor,0.0032708724,
142/10000,../training_images/calculator/_c8c449bbd4026bff.jpg,calculator,calculator,0.9353934,calendar,0.03093358,grid,0.010106565,mobile,0.006546609,battery,0.002215737,
143/10000,../training_images/close/~414c4c7b6e8edb5a.jpg,close,close,0.5391324,delete,0.40329927,maximize,0.023964914,gift,0.017928071,mute,0.0026289988,
144/10000,../training_images/laptop/~aad41bb69f62c4c6.jpg,laptop,battery,0.55957735,laptop,0.22171101,ticket,0.070972316,grid,0.07021701,television,0.035564605,
145/10000,../training_images/folder/_9f12fa2406b69e72.jpg,folder,folder,0.9187556,save,0.04992356,credit card,0.009654966,file,0.005494151,printer,0.0038401308,
146/10000,../training_images/arrow_left/~6ff93223226e2fc9.jpg,arrow left,arrow left,0.60007167,arrow right,0.2747412,play,0.054176893,reply,0.032765158,send,0.010132286,
147/10000,../training_images/check_mark/_04679edfffc2c4e3.jpg,check mark,check mark,0.9995191,arrow down,0.00022077198,arrow left,6.0673516e-05,cart,4.8467205e-05,dashboard,3.505357e-05,
148/10000,../training_images/chart/_65db4d003152fc16.jpg,chart,share,0.6689033,signal,0.07806323,call,0.057218283,chart,0.052144714,music,0.04278524,
149/10000,../training_images/facebook/_2e7d8df83ccc6ac9.jpg,facebook,facebook,0.9996507,share,0.00027299297,add,3.2526656e-05,arrow left,1.4693891e-05,folder,6.727398e-06,
150/10000,../training_images/television/_286cb909f7836666.jpg,television,television,0.7079726,dollar,0.124317005,laptop,0.05933517,question,0.0320378,computer,0.027386045,
151/10000,../training_images/check_mark/_35295917894f7167.jpg,check mark,check mark,0.9584178,arrow down,0.019529993,map,0.0071442304,edit,0.005749873,ticket,0.0021713828,
152/10000,../training_images/fire/_7ef22527a4360097.jpg,fire,fire,0.9899616,contrast,0.005372302,eye,0.0012924117,music,0.00096666074,play,0.00057475996,
153/10000,../training_images/folder/~30b0404f5217a819.jpg,folder,folder,0.19718908,battery,0.18590423,flag,0.17336074,file,0.123362705,save,0.050383847,
154/10000,../training_images/printer/~5607ccc43c9c2c4b.jpg,printer,computer,0.2558865,television,0.22407132,printer,0.14241882,battery,0.09391314,folder,0.06342145,
155/10000,../training_images/home/_0014054bba26b34b.jpg,home,arrow up,0.4125923,upload,0.16730645,home,0.13313416,mute,0.04373906,television,0.033609495,
156/10000,../training_images/settings/_662ec25424cc1261.jpg,settings,settings,0.9985813,light bulb,0.00061037124,camera,0.00022234606,brightness,0.0001406962,dollar,0.00012552361,
157/10000,../training_images/rewind/_d2b2dba7222c55b2.jpg,rewind,rewind,0.9268278,fast forward,0.069133334,send,0.00241035,megaphone,0.0004034923,play,0.00036665416,
158/10000,../training_images/calculator/~d5bb7c3fdd7c6e08.jpg,calculator,calculator,0.75718874,qr code,0.21131547,calendar,0.012071286,tag,0.0031475376,call,0.0015469454,
159/10000,../training_images/_negative/~2ad626b4b960dde2.jpg, negative,favorite,0.37090108,location,0.13340499,folder,0.048175134,cart,0.043219015,laptop,0.04225976,
160/10000,../training_images/globe/~f16bb7d117448c0b.jpg,globe,globe,0.87230325,refresh,0.056895904,dollar,0.041799057,reply,0.0042822566,search,0.0037901332,
161/10000,../training_images/map/_6aaa8f70fef8e54e.jpg,map,home,0.9378432,tag,0.015576792,location,0.013689476,eye,0.008827159,save,0.0073156757,
162/10000,../training_images/laptop/~63d63aa86c84e6f7.jpg,laptop,laptop,0.48962688,grid,0.06511948,bookmark,0.047187697,dashboard,0.04690754,minimize,0.03946989,
163/10000,../training_images/mobile/~2c357decfd64b367.jpg,mobile,save,0.6263751,battery,0.09249449,mobile,0.044567805,bookmark,0.037132967,chart,0.021175409,
164/10000,../training_images/cloud/_01830b466824a71d.jpg,cloud,cloud,0.99968386,user,0.00012434978,eye,4.7598616e-05,dollar,1.937676e-05,moon,1.3793049e-05,
165/10000,../training_images/favorite/_48b8ea66f651eb3c.jpg,favorite,favorite,0.9171531,bookmark,0.07059293,close,0.0023880824,minimize,0.0015001447,arrow up,0.0008802427,
166/10000,../training_images/calculator/_9f58c25b1d430e24.jpg,calculator,calculator,0.9280202,calendar,0.041123442,call,0.013915683,mobile,0.007987085,cart,0.0027811653,
167/10000,../training_images/eye/~a95e2b3af670d94a.jpg,eye,eye,0.80331415,warning,0.08775929,info,0.0164351,clock,0.015642317,dashboard,0.012919696,
168/10000,../training_images/share/~c00725ab14234a67.jpg,share,share,0.9986193,settings,0.0004803554,menu,0.00038699593,cut,0.00015107213,filter,0.00010876483,
169/10000,../training_images/credit_card/_b22218a29ca90dec.jpg,credit card,credit card,0.93491685,computer,0.016210327,save,0.009887345,printer,0.0070173084,file,0.006551641,
